passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p
BOW9579452,04/28/2019 06:16:06,OO03,EM54HQI58682,2.8,OO03,EM54HQI58682,OO,home
STO1962209,04/28/2019 07:04:52,KO01,DO24BCW15511,1.25,KO01,DO24BCW15511,KO,home
BGW2487429,04/28/2019 09:12:22,MR05,QO68DIC93032,2.5,MR05,QO68DIC93032,MR,home
XFS4482118,04/28/2019 09:58:43,NE01,DO24BCW15511,1.5,NE01,DO24BCW15511,KO,away
UIO7411533,04/28/2019 10:59:46,OO10,LC72NRN52084,3.1,OO10,LC72NRN52084,OO,home
LKP2179405,04/28/2019 11:29:33,OO08,AT19HLV57173,2.8,OO08,AT19HLV57173,OO,home
DBY0693293,04/28/2019 13:56:24,AO09,RR73DWB65452,2.8,AO09,RR73DWB65452,AO,home
XJI2665793,04/28/2019 14:46:51,NE04,SY96JDQ97089,2.8,NE04,SY96JDQ97089,AO,away
ZBA0486214,04/28/2019 15:28:55,OO06,JF94VYA88954,2.8,OO06,JF94VYA88954,OO,home
OTJ1628009,04/28/2019 16:07:17,MR02,QN23UHH39091,2.8,MR02,QN23UHH39091,MR,home
QLC7621293,04/28/2019 16:33:34,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
UOS0559709,04/28/2019 17:16:37,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
LEH7268045,04/28/2019 17:21:07,OO11,XV40HUQ04740,1.0,OO11,XV40HUQ04740,OO,home
EFF6897222,04/28/2019 19:24:04,KO00,ED51EWW52190,2.8,KO00,ED51EWW52190,KO,home
QUV3419921,04/28/2019 19:29:54,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
OXA2947691,04/28/2019 20:10:02,MR07,BI87HYL81972,1.0,MR07,BI87HYL81972,MR,home
RMX5755270,04/28/2019 20:24:31,OO01,QR03XCJ37459,2.8,OO01,QR03XCJ37459,OO,home
AKV8751210,04/28/2019 21:14:30,OO01,XV40HUQ04740,1.0,OO01,XV40HUQ04740,OO,home
PJB3984082,04/28/2019 23:30:23,NE14,SL09NOT64494,2.0,NE14,SL09NOT64494,GF,away
TOD0804820,04/29/2019 00:40:18,NE13,EG95RTB75032,2.8,NE13,EG95RTB75032,NE,home
ZPA6169257,04/29/2019 01:06:45,MR06,XF28DGK65250,2.5,MR06,XF28DGK65250,GF,away
EMK9464442,04/29/2019 02:15:36,GF00,AT19HLV57173,13.0,GF00,AT19HLV57173,OO,away
IUH9527907,04/29/2019 02:23:37,AO01,PE73VJU23485,2.8,AO01,PE73VJU23485,AO,home
YCV3686664,04/29/2019 05:28:08,EG00,IW53OQE31439,2.8,EG00,IW53OQE31439,EG,home
SYQ1040708,04/29/2019 05:36:56,EG05,IN99SEN20660,2.8,EG05,IN99SEN20660,EG,home
VLD6181989,04/29/2019 06:10:58,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
MCS0486658,04/29/2019 06:25:25,MR03,EZ65FLV39493,2.8,MR03,EZ65FLV39493,MR,home
ZWR2927879,04/29/2019 07:19:18,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home
DEF9246630,04/29/2019 08:39:42,OO10,WG11QVY31890,1.0,OO10,WG11QVY31890,OO,home
SOS1731555,04/29/2019 10:29:36,KO02,MQ65WJJ60020,2.0,KO02,MQ65WJJ60020,KO,home
MSH3641995,04/29/2019 10:30:45,AO17,UP28MBM38391,2.8,AO17,UP28MBM38391,NE,away
EIK6253516,04/29/2019 12:07:54,AO00,DW44ZOO26361,2.8,AO00,DW44ZOO26361,EG,away
LSU4919166,04/29/2019 13:30:51,NE15,OY94SZK34436,2.5,NE15,OY94SZK34436,NE,home
UJZ1762793,04/29/2019 14:01:14,KO05,RV87TIY76692,2.5,KO05,RV87TIY76692,KO,home
WPC1468576,04/29/2019 14:30:59,NE07,EG95RTB75032,2.8,NE07,EG95RTB75032,NE,home
LUM5614301,04/29/2019 14:40:27,KO00,JF94VYA88954,2.0,KO00,JF94VYA88954,OO,away
WLS8939968,04/29/2019 15:25:26,AO10,IO09FGE68100,2.8,AO10,IO09FGE68100,GF,away
RYQ8825723,04/29/2019 16:24:13,AO18,LG64ARC91224,13.0,AO18,LG64ARC91224,AO,home
MVJ9504370,04/29/2019 16:27:33,AO08,LG64ARC91224,13.0,AO08,LG64ARC91224,AO,home
ACH3020761,04/29/2019 16:41:35,OO06,VJ92OYV94295,2.5,OO06,VJ92OYV94295,OO,home
YBO8474934,04/29/2019 16:50:51,NE06,OY94SZK34436,2.5,NE06,OY94SZK34436,NE,home
LIS2394484,04/29/2019 19:44:56,EG04,QU94IGC75528,2.8,EG04,QU94IGC75528,EG,home
XKQ5721792,04/29/2019 20:22:14,KO07,JO50FSF60755,2.2,KO07,JO50FSF60755,KO,home
RAY1523584,04/29/2019 20:24:28,EG02,MU06LHX94338,1.5,EG02,MU06LHX94338,EG,home
AYV0582126,04/29/2019 22:53:30,AO10,BZ76ROL87339,1.0,AO10,BZ76ROL87339,AO,home
WJC3495776,04/29/2019 23:08:07,EG12,TV81MAQ99005,2.8,EG12,TV81MAQ99005,EG,home
IST4922985,04/29/2019 23:45:24,AO00,DP11ENT03275,3.1,AO00,DP11ENT03275,AO,home
FSF6889828,04/29/2019 23:59:49,EG09,QU94IGC75528,1.25,EG09,QU94IGC75528,EG,home
UCE2977061,04/30/2019 01:00:33,NE13,DW44ZOO26361,1.5,NE13,DW44ZOO26361,EG,away
VHQ6730196,04/30/2019 01:35:55,MR08,RR98KQE80731,1.25,MR08,RR98KQE80731,MR,home
ONS9847875,04/30/2019 02:01:01,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home
FKL5366216,04/30/2019 02:02:37,AO11,HT62RDI04611,2.8,AO11,HT62RDI04611,AO,home
CNM8376906,04/30/2019 02:30:38,MR01,BI87HYL81972,1.0,MR01,BI87HYL81972,MR,home
FQA3706442,04/30/2019 02:56:41,OO13,QR03XCJ37459,2.8,OO13,QR03XCJ37459,OO,home
ULW4707047,04/30/2019 03:36:43,OO05,VJ92OYV94295,2.5,OO05,VJ92OYV94295,OO,home
HKG9010388,04/30/2019 04:12:58,KO07,UO75YNW62238,2.8,KO07,UO75YNW62238,KO,home
PNS3465778,04/30/2019 07:59:10,AO04,BK77KNV91142,2.8,AO04,BK77KNV91142,OO,away
HKN5648424,04/30/2019 08:04:17,MR01,HR53SRO94328,13.0,MR01,HR53SRO94328,MR,home
RAF3760080,04/30/2019 09:23:34,OO02,RK48BOP88344,2.8,OO02,RK48BOP88344,OO,home
WQX8050565,04/30/2019 09:42:12,OO07,BZ76ROL87339,1.0,OO07,BZ76ROL87339,AO,away
TVI7730747,04/30/2019 10:09:21,MR02,BI87HYL81972,1.0,MR02,BI87HYL81972,MR,home
XFK3343327,04/30/2019 10:34:32,AO09,LG64ARC91224,13.0,AO09,LG64ARC91224,AO,home
YTD9586184,04/30/2019 11:05:08,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
YHT6044645,04/30/2019 11:17:48,OO00,XV40HUQ04740,1.0,OO00,XV40HUQ04740,OO,home
DSJ4237543,04/30/2019 13:34:44,KO03,QW79CHL42244,2.8,KO03,QW79CHL42244,KO,home
ZAD7015296,04/30/2019 14:33:52,AO16,MX39VOS38645,2.8,AO16,MX39VOS38645,AO,home
MQH0053490,04/30/2019 15:30:35,NE10,OY94SZK34436,2.5,NE10,OY94SZK34436,NE,home
ZYF1855623,04/30/2019 15:49:13,MR05,QH15HWX24570,3.1,MR05,QH15HWX24570,MR,home
INI2796872,04/30/2019 16:59:15,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home
MSK4026286,04/30/2019 18:28:29,EG03,TZ48CCW54765,2.0,EG03,TZ48CCW54765,EG,home
ACY6052538,04/30/2019 18:41:34,AO03,AT19HLV57173,2.8,AO03,AT19HLV57173,OO,away
VNY1980700,04/30/2019 19:34:42,MR00,EZ65FLV39493,2.8,MR00,EZ65FLV39493,MR,home
EXE5640371,04/30/2019 19:48:01,AO19,WG11QVY31890,2.8,AO19,WG11QVY31890,OO,away
GVJ7363826,04/30/2019 20:47:19,OO01,AT19HLV57173,2.8,OO01,AT19HLV57173,OO,home
LJL5319110,04/30/2019 21:37:55,AO06,BM25PHF40639,13.0,AO06,BM25PHF40639,AO,home
EUL3216021,04/30/2019 21:52:37,EG02,CM15YCB60994,2.0,EG02,CM15YCB60994,EG,home
CBV1290346,04/30/2019 23:28:04,MR05,KW50MJG67260,2.5,MR05,KW50MJG67260,GF,away
OVB0586437,05/01/2019 00:14:32,MR01,QH15HWX24570,3.1,MR01,QH15HWX24570,MR,home
VCP5229303,05/01/2019 01:03:35,NE03,QP02SYE47964,2.8,NE03,QP02SYE47964,NE,home
XNN9366405,05/01/2019 01:24:40,MR07,YX66XYW62640,2.8,MR07,YX66XYW62640,GF,away
JMP6047831,05/01/2019 01:31:03,MR04,QN23UHH39091,2.8,MR04,QN23UHH39091,MR,home
UGW2665038,05/01/2019 02:25:58,EG10,FL13UMN92207,2.2,EG10,FL13UMN92207,KO,away
PYG2869492,05/01/2019 03:00:40,KO01,QO77TFN61853,2.2,KO01,QO77TFN61853,KO,home
FYV5876352,05/01/2019 03:12:22,EG07,XV91YMP27722,3.1,EG07,XV91YMP27722,MR,away
THC1128037,05/01/2019 04:37:50,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home
LQG4868897,05/01/2019 04:38:18,EG07,EC02LZC49528,2.8,EG07,EC02LZC49528,EG,home
SQI1552318,05/01/2019 05:39:58,OO10,VJ92OYV94295,2.5,OO10,VJ92OYV94295,OO,home
PMP1077484,05/01/2019 07:11:14,EG07,IW53OQE31439,2.8,EG07,IW53OQE31439,EG,home
HTY4189826,05/01/2019 08:32:16,GF00,XF28DGK65250,2.0,GF00,XF28DGK65250,GF,home
NUF0334135,05/01/2019 10:11:31,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
KJY9473712,05/01/2019 10:18:35,GF00,XF28DGK65250,2.0,GF00,XF28DGK65250,GF,home
RKJ7058775,05/01/2019 10:25:39,KO00,UO75YNW62238,2.8,KO00,UO75YNW62238,KO,home
ZUB7833920,05/01/2019 10:36:41,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
AUW8151993,05/01/2019 10:43:49,EG09,EC02LZC49528,2.8,EG09,EC02LZC49528,EG,home
OKH2209437,05/01/2019 10:56:45,MR00,HA82SCK64299,1.5,MR00,HA82SCK64299,MR,home
LYA3607910,05/01/2019 11:21:12,MR08,QO68DIC93032,2.5,MR08,QO68DIC93032,MR,home
HXZ8990426,05/01/2019 11:27:07,MR06,BI87HYL81972,1.0,MR06,BI87HYL81972,MR,home
TGR1713862,05/01/2019 12:00:50,EG06,TE24LCO18661,1.25,EG06,TE24LCO18661,EG,home
BNY7501632,05/01/2019 12:59:08,OO05,QR03XCJ37459,2.8,OO05,QR03XCJ37459,OO,home
CWP9432067,05/01/2019 13:06:14,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
IQA2551998,05/01/2019 13:10:59,EG04,RV87TIY76692,1.0,EG04,RV87TIY76692,KO,away
HAJ0385641,05/01/2019 13:20:28,KO08,JO50FSF60755,2.2,KO08,JO50FSF60755,KO,home
YXR1278631,05/01/2019 13:32:17,NE06,PD45WOT56494,1.25,NE06,PD45WOT56494,NE,home
TTM9952199,05/01/2019 14:51:07,MR01,RR98KQE80731,1.25,MR01,RR98KQE80731,MR,home
IWF1169892,05/01/2019 15:17:04,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home
OBI2814068,05/01/2019 15:30:32,AO06,PM58XHX45588,2.8,AO06,PM58XHX45588,NE,away
XIN9825389,05/01/2019 16:25:25,KO01,KB55KTM48860,2.5,KO01,KB55KTM48860,KO,home
EEL7799324,05/01/2019 17:16:39,OO12,EE22TMX10817,2.0,OO12,EE22TMX10817,OO,home
IIC2328693,05/01/2019 17:39:58,MR00,EZ65FLV39493,2.8,MR00,EZ65FLV39493,MR,home
ATT9867606,05/01/2019 18:09:40,MR08,QO68DIC93032,2.5,MR08,QO68DIC93032,MR,home
FFV0750413,05/01/2019 18:20:40,KO03,QW79CHL42244,2.8,KO03,QW79CHL42244,KO,home
FOH3552893,05/01/2019 18:39:38,KO05,HW75BKT77773,2.2,KO05,HW75BKT77773,KO,home
JZI7819307,05/01/2019 19:04:03,MR03,UA13YTK28483,2.8,MR03,UA13YTK28483,MR,home
LQN7160703,05/01/2019 19:20:58,NE02,QP02SYE47964,2.8,NE02,QP02SYE47964,NE,home
LSC5082593,05/01/2019 20:22:44,EG04,XE59BZM26378,2.5,EG04,XE59BZM26378,EG,home
KNO5907162,05/01/2019 21:31:31,NE07,IA29IQS63679,1.0,NE07,IA29IQS63679,NE,home
LXZ7045823,05/02/2019 00:28:08,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
YCG8376241,05/02/2019 01:08:03,EG12,QU94IGC75528,1.25,EG12,QU94IGC75528,EG,home
UYG7933717,05/02/2019 01:15:42,EG04,EC02LZC49528,2.8,EG04,EC02LZC49528,EG,home
VHN6611616,05/02/2019 02:11:56,OO10,QX75YWC61835,2.5,OO10,QX75YWC61835,OO,home
ZNL1182662,05/02/2019 02:42:23,AO03,LG64ARC91224,13.0,AO03,LG64ARC91224,AO,home
EGU4928096,05/02/2019 05:01:07,EG03,EC02LZC49528,2.8,EG03,EC02LZC49528,EG,home
AOV2018307,05/02/2019 05:24:08,MR06,QN23UHH39091,2.8,MR06,QN23UHH39091,MR,home
TSU1683690,05/02/2019 05:43:44,AO05,RR73DWB65452,2.8,AO05,RR73DWB65452,AO,home
TZT4542502,05/02/2019 06:01:32,KO00,SY96JDQ97089,2.2,KO00,SY96JDQ97089,AO,away
WZE6551255,05/02/2019 06:25:10,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
DRY9721545,05/02/2019 07:40:08,KO03,WY00MLL63827,1.0,KO03,WY00MLL63827,KO,home
CON0728273,05/02/2019 07:43:03,MR08,UA13YTK28483,2.8,MR08,UA13YTK28483,MR,home
FTH6510400,05/02/2019 08:25:07,KO05,QO77TFN61853,2.2,KO05,QO77TFN61853,KO,home
EKT4195369,05/02/2019 08:29:36,NE07,IA29IQS63679,1.0,NE07,IA29IQS63679,NE,home
XKL7724690,05/02/2019 09:02:52,OO07,IA29IQS63679,2.0,OO07,IA29IQS63679,NE,away
ATS7136876,05/02/2019 09:48:10,MR01,HR53SRO94328,13.0,MR01,HR53SRO94328,MR,home
WNG9788030,05/02/2019 10:09:39,OO10,BY85QGR11636,1.5,OO10,BY85QGR11636,GF,away
ZNK7576808,05/02/2019 10:23:38,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
SEG2894156,05/02/2019 11:33:22,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
IFY2714702,05/02/2019 12:19:57,EG05,TV81MAQ99005,2.8,EG05,TV81MAQ99005,EG,home
TWD9072868,05/02/2019 12:46:26,EG02,TV81MAQ99005,2.8,EG02,TV81MAQ99005,EG,home
JMP4402008,05/02/2019 13:57:31,EG03,CM15YCB60994,2.0,EG03,CM15YCB60994,EG,home
JCU7481600,05/02/2019 15:36:34,NE10,KF48RSD79865,1.25,NE10,KF48RSD79865,MR,away
WCE2481407,05/02/2019 16:50:54,NE15,JV67MTI17124,2.5,NE15,JV67MTI17124,NE,home
KFU5654638,05/02/2019 17:34:37,OO07,QX75YWC61835,2.5,OO07,QX75YWC61835,OO,home
UKS5005658,05/02/2019 17:52:06,OO00,YL27IFD65117,1.0,OO00,YL27IFD65117,AO,away
XDJ5149300,05/02/2019 18:47:20,KO04,BM25PHF40639,2.0,KO04,BM25PHF40639,AO,away
UQK2383307,05/02/2019 18:55:52,NE13,MX39VOS38645,3.1,NE13,MX39VOS38645,AO,away
LQZ8602215,05/02/2019 19:30:07,NE10,IA29IQS63679,1.0,NE10,IA29IQS63679,NE,home
SGO9263312,05/02/2019 20:33:14,MR00,HA82SCK64299,1.5,MR00,HA82SCK64299,MR,home
NUE6088588,05/02/2019 22:24:17,NE10,OY94SZK34436,2.5,NE10,OY94SZK34436,NE,home
KQK7124048,05/02/2019 22:49:13,EG06,IW53OQE31439,2.8,EG06,IW53OQE31439,EG,home
SLY9056740,05/02/2019 23:32:41,AO11,RR73DWB65452,2.8,AO11,RR73DWB65452,AO,home
BZW3135253,05/03/2019 00:16:02,KO08,KB55KTM48860,1.0,KO08,KB55KTM48860,KO,home
MRX0511777,05/03/2019 01:17:45,OO04,QR03XCJ37459,2.8,OO04,QR03XCJ37459,OO,home
QFA9801588,05/03/2019 02:30:38,MR08,UA13YTK28483,2.8,MR08,UA13YTK28483,MR,home
EXN6806532,05/03/2019 03:00:24,EG12,MU06LHX94338,1.5,EG12,MU06LHX94338,EG,home
JGH2943208,05/03/2019 03:40:44,AO15,YL27IFD65117,2.0,AO15,YL27IFD65117,AO,home
QZT7531671,05/03/2019 03:48:33,OO13,RK48BOP88344,2.8,OO13,RK48BOP88344,OO,home
LRH5434583,05/03/2019 04:28:04,KO05,KB55KTM48860,2.5,KO05,KB55KTM48860,KO,home
NWE5972439,05/03/2019 04:28:47,AO06,JD78PQD35395,2.8,AO06,JD78PQD35395,EG,away
SLY0810702,05/03/2019 04:46:42,AO12,LG64ARC91224,13.0,AO12,LG64ARC91224,AO,home
UKN1973530,05/03/2019 05:00:17,NE15,IA29IQS63679,1.0,NE15,IA29IQS63679,NE,home
EFK9331611,05/03/2019 06:43:40,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
PKY9082086,05/03/2019 07:34:13,NE12,VX68BAR38623,1.5,NE12,VX68BAR38623,NE,home
QMA3861088,05/03/2019 11:26:24,KO00,ZY93PCY41868,1.5,KO00,ZY93PCY41868,KO,home
SHF6633277,05/03/2019 11:36:30,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
TVB6608859,05/03/2019 11:45:21,OO05,EM54HQI58682,2.8,OO05,EM54HQI58682,OO,home
NNZ5750240,05/03/2019 14:15:32,AO11,HT62RDI04611,2.8,AO11,HT62RDI04611,AO,home
ZBW0001710,05/03/2019 14:22:55,MR00,KF48RSD79865,2.8,MR00,KF48RSD79865,MR,home
WZT2179812,05/03/2019 18:26:48,NE14,QP02SYE47964,2.8,NE14,QP02SYE47964,NE,home
UBS0741701,05/03/2019 18:31:48,NE07,EV77EDV52985,1.0,NE07,EV77EDV52985,NE,home
LVM5171039,05/03/2019 19:52:47,AO14,TV81MAQ99005,2.8,AO14,TV81MAQ99005,EG,away
DTI7178070,05/03/2019 20:35:06,OO13,FL13UMN92207,1.0,OO13,FL13UMN92207,KO,away
QEK9433005,05/03/2019 23:05:03,AO07,VX68BAR38623,2.8,AO07,VX68BAR38623,NE,away
RCQ4338234,05/03/2019 23:21:42,EG04,VX68BAR38623,2.2,EG04,VX68BAR38623,NE,away
QCA2055411,05/04/2019 00:11:24,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home
YAN6264593,05/04/2019 01:04:00,NE02,NY14GZR94632,2.8,NE02,NY14GZR94632,NE,home
PXH5901825,05/04/2019 01:46:11,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home
THJ3626394,05/04/2019 01:52:16,AO05,SU00RDZ36214,2.8,AO05,SU00RDZ36214,AO,home
BAO6825016,05/04/2019 02:56:58,AO08,DP11ENT03275,3.1,AO08,DP11ENT03275,AO,home
MWE5316584,05/04/2019 04:14:36,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home
IFL4744442,05/04/2019 04:19:16,EG09,PF04UCA93312,3.1,EG09,PF04UCA93312,GF,away
JBH1040179,05/04/2019 04:36:23,AO01,MX39VOS38645,2.8,AO01,MX39VOS38645,AO,home
SXF3559612,05/04/2019 04:37:14,EG06,XV40HUQ04740,1.0,EG06,XV40HUQ04740,OO,away
WQA0711184,05/04/2019 04:53:34,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home
NVY6301684,05/04/2019 07:43:02,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home
XAK2840563,05/04/2019 07:55:42,MR07,UF84JOS00561,2.2,MR07,UF84JOS00561,GF,away
CMS7469593,05/04/2019 08:00:12,AO10,JO50FSF60755,2.8,AO10,JO50FSF60755,KO,away
DYP7365322,05/04/2019 08:27:25,MR05,BI87HYL81972,1.0,MR05,BI87HYL81972,MR,home
WIQ9172140,05/04/2019 08:31:53,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home
SIJ7864405,05/04/2019 08:32:21,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
BPL0039234,05/04/2019 08:38:23,NE05,PD45WOT56494,2.0,NE05,PD45WOT56494,NE,home
TXD9678688,05/04/2019 08:46:42,AO18,RR73DWB65452,2.8,AO18,RR73DWB65452,AO,home
FVQ3649219,05/04/2019 09:18:49,NE09,MA30QLI76818,2.2,NE09,MA30QLI76818,GF,away
DZO2931559,05/04/2019 10:14:15,AO10,DV04FQL29609,3.1,AO10,DV04FQL29609,AO,home
SQT0463701,05/04/2019 11:30:33,OO04,EM54HQI58682,2.8,OO04,EM54HQI58682,OO,home
OEU9067413,05/04/2019 13:04:27,EG09,XE59BZM26378,2.5,EG09,XE59BZM26378,EG,home
ANK6407229,05/04/2019 13:18:18,EG03,TV81MAQ99005,2.8,EG03,TV81MAQ99005,EG,home
FTJ2136210,05/04/2019 13:41:07,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
VCP4658458,05/04/2019 14:34:08,MR08,QH15HWX24570,3.1,MR08,QH15HWX24570,MR,home
IIK4555472,05/04/2019 16:04:28,EG06,CM15YCB60994,2.0,EG06,CM15YCB60994,EG,home
LXY2959411,05/04/2019 16:39:32,AO04,OC94ASJ72024,1.0,AO04,OC94ASJ72024,AO,home
IQS6485113,05/04/2019 17:01:05,NE12,HA82SCK64299,2.8,NE12,HA82SCK64299,MR,away
RIA3274127,05/04/2019 17:37:25,EG12,CM15YCB60994,2.0,EG12,CM15YCB60994,EG,home
XFT2304556,05/04/2019 17:43:10,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home
GWE4147290,05/04/2019 18:11:09,KO07,KW50MJG67260,1.5,KO07,KW50MJG67260,GF,away
UGQ6506893,05/04/2019 18:34:54,NE07,PM58XHX45588,1.5,NE07,PM58XHX45588,NE,home
RJE9835421,05/04/2019 18:53:25,EG10,EC02LZC49528,2.8,EG10,EC02LZC49528,EG,home
BLE6750544,05/04/2019 19:11:06,EG10,QP02SYE47964,2.0,EG10,QP02SYE47964,NE,away
OGZ8882199,05/04/2019 19:52:44,KO04,IN99SEN20660,2.0,KO04,IN99SEN20660,EG,away
WTX0937570,05/04/2019 19:54:43,OO10,PE73VJU23485,2.2,OO10,PE73VJU23485,AO,away
SRR4842157,05/04/2019 20:19:20,MR05,QN12NTR81378,1.25,MR05,QN12NTR81378,GF,away
VWF0556387,05/04/2019 21:02:59,OO03,VJ92OYV94295,2.5,OO03,VJ92OYV94295,OO,home
NCG5586815,05/04/2019 23:16:53,OO13,VJ92OYV94295,2.5,OO13,VJ92OYV94295,OO,home
QZI9733140,05/05/2019 00:24:00,KO08,DO24BCW15511,1.25,KO08,DO24BCW15511,KO,home
QHW4510944,05/05/2019 00:36:11,OO03,TV81MAQ99005,2.2,OO03,TV81MAQ99005,EG,away
YYW7471248,05/05/2019 01:55:02,KO07,RV87TIY76692,2.5,KO07,RV87TIY76692,KO,home
ARI9916195,05/05/2019 02:59:45,MR06,EZ65FLV39493,2.8,MR06,EZ65FLV39493,MR,home
PLI2503805,05/05/2019 03:20:21,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home
LPG9667397,05/05/2019 03:53:11,EG04,EC02LZC49528,2.8,EG04,EC02LZC49528,EG,home
DRN5293098,05/05/2019 04:33:29,AO18,BZ76ROL87339,1.0,AO18,BZ76ROL87339,AO,home
GFQ6223933,05/05/2019 05:06:42,AO08,RR73DWB65452,2.8,AO08,RR73DWB65452,AO,home
VHQ3121716,05/05/2019 05:50:08,MR03,BY85QGR11636,2.2,MR03,BY85QGR11636,GF,away
LFT9203345,05/05/2019 06:01:46,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
OXQ7242862,05/05/2019 07:28:09,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home
KHR4442502,05/05/2019 07:40:07,MR08,EZ65FLV39493,2.8,MR08,EZ65FLV39493,MR,home
IBM6962168,05/05/2019 08:05:40,OO11,EE22TMX10817,2.0,OO11,EE22TMX10817,OO,home
IOG9595961,05/05/2019 08:11:26,OO04,WG11QVY31890,1.0,OO04,WG11QVY31890,OO,home
MWF8751588,05/05/2019 08:56:25,GF00,XF28DGK65250,2.0,GF00,XF28DGK65250,GF,home
CPA2715814,05/05/2019 10:58:35,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home
JIU7555716,05/05/2019 11:11:41,AO13,HT62RDI04611,2.8,AO13,HT62RDI04611,AO,home
NTD2004836,05/05/2019 11:55:35,KO05,JO50FSF60755,2.2,KO05,JO50FSF60755,KO,home
DER6439344,05/05/2019 12:18:25,NE09,JF94VYA88954,1.0,NE09,JF94VYA88954,OO,away
FXG3369368,05/05/2019 12:25:27,MR03,RR98KQE80731,1.25,MR03,RR98KQE80731,MR,home
AVX8483130,05/05/2019 12:52:06,OO00,VJ92OYV94295,2.5,OO00,VJ92OYV94295,OO,home
LMN3065850,05/05/2019 13:25:58,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home
KBW5724446,05/05/2019 13:52:16,EG06,JD78PQD35395,1.0,EG06,JD78PQD35395,EG,home
KVM5228006,05/05/2019 15:00:13,OO00,QR03XCJ37459,2.8,OO00,QR03XCJ37459,OO,home
LXV6599670,05/05/2019 15:17:32,NE06,BM25PHF40639,3.1,NE06,BM25PHF40639,AO,away
ZDU2488284,05/05/2019 15:30:10,KO09,FL13UMN92207,1.0,KO09,FL13UMN92207,KO,home
PVR8238449,05/05/2019 16:15:30,AO02,DV04FQL29609,3.1,AO02,DV04FQL29609,AO,home
BBH8838422,05/05/2019 17:15:01,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home
KUO5613141,05/05/2019 17:35:42,AO16,PM58XHX45588,2.8,AO16,PM58XHX45588,NE,away
XMP8502709,05/05/2019 17:58:25,AO14,PD45WOT56494,2.8,AO14,PD45WOT56494,NE,away
TYO4030298,05/05/2019 18:57:12,NE11,YL27IFD65117,2.2,NE11,YL27IFD65117,AO,away
UZO9423605,05/05/2019 21:10:11,AO07,BM25PHF40639,13.0,AO07,BM25PHF40639,AO,home
PYW1432306,05/05/2019 21:26:34,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home
YJL2860828,05/05/2019 21:38:16,KO00,ED51EWW52190,2.8,KO00,ED51EWW52190,KO,home
OST6762534,05/05/2019 23:03:43,OO08,LC72NRN52084,3.1,OO08,LC72NRN52084,OO,home
GPU7897304,05/05/2019 23:36:33,NE05,EV77EDV52985,1.0,NE05,EV77EDV52985,NE,home
FSF7676600,05/06/2019 01:23:22,OO06,AT19HLV57173,2.8,OO06,AT19HLV57173,OO,home
TUA5918134,05/06/2019 02:24:58,EG02,LC72NRN52084,2.5,EG02,LC72NRN52084,OO,away
VMP3131060,05/06/2019 02:38:42,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
ASZ0837652,05/06/2019 03:07:14,OO10,BK77KNV91142,2.8,OO10,BK77KNV91142,OO,home
